TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID
TT01358,U02151,CR00001,16/11/2025,472.28,Bank Transfer,TC00042
TT01359,U02151,CR00048,6/10/2025,0,Credit Card,TC00040
TT01360,U02151,CR00047,14/7/2025,89.59,Bank Transfer,TC00042
TT01361,U02151,CR00056,21/8/2025,212.39,Credit Card,TC00042
TT01362,U02152,CR00006,29/5/2025,276.37,Credit Card,TC00042
TT01363,U02152,CR00054,14/3/2025,0,Credit Card,TC00042
TT01364,U02152,CR00017,21/12/2025,0,Bank Transfer,TC00042
TT01365,U02153,CR00049,6/1/2025,415.51,Bank Transfer,TC00040
TT01366,U02153,CR00040,2/6/2025,327.99,Credit Card,TC00040
TT01367,U02153,CR00022,4/4/2025,0,Bank Transfer,TC00040
TT01368,U02155,CR00018,15/4/2025,0,Bank Transfer,TC00040
TT01369,U02155,CR00056,14/11/2025,212.39,PayPal,TC00040
TT01370,U02155,CR00045,9/2/2025,0,PayPal,TC00042
TT01371,U02155,CR00009,10/6/2025,0,Credit Card,TC00042
TT01372,U02161,CR00029,3/7/2025,0,Credit Card,TC00042
TT01373,U02161,CR00008,1/7/2025,0,Bank Transfer,TC00040
TT01374,U02161,CR00055,30/3/2025,57.32,Credit Card,TC00040
TT01375,U02161,CR00017,2/8/2025,0,Bank Transfer,TC00040
TT01376,U02161,CR00036,23/3/2025,0,PayPal,TC00040
TT01377,U02174,CR00008,11/12/2025,0,Bank Transfer,TC00040
TT01378,U02174,CR00006,27/11/2025,276.37,PayPal,TC00040
TT01379,U02174,CR00002,22/9/2025,0,Credit Card,TC00040
TT01380,U02174,CR00016,8/12/2025,0,PayPal,TC00040
TT01381,U02174,CR00041,23/2/2025,53.86,Credit Card,TC00042
TT01382,U02199,CR00011,2/11/2025,326.02,Bank Transfer,TC00042
TT01383,U02199,CR00041,17/11/2025,53.86,PayPal,TC00042
TT01384,U02199,CR00044,15/2/2025,119.04,Bank Transfer,TC00042
TT01385,U02199,CR00048,25/2/2025,0,Credit Card,TC00042
TT01386,U02212,CR00024,23/7/2025,117.68,Credit Card,TC00042
TT01387,U02212,CR00029,12/2/2025,0,Bank Transfer,TC00042
TT01388,U02212,CR00042,30/9/2025,0,Credit Card,TC00040
TT01389,U02212,CR00009,29/4/2025,0,Bank Transfer,TC00042
TT01390,U02215,CR00004,6/2/2025,0,Credit Card,TC00040
TT01391,U02215,CR00028,11/11/2025,0.78,PayPal,TC00042
TT01392,U02215,CR00058,7/3/2025,0,PayPal,TC00040
TT01393,U02217,CR00018,7/6/2025,0,Credit Card,TC00042
TT01394,U02217,CR00010,3/12/2025,0,Bank Transfer,TC00042
TT01395,U02217,CR00029,6/4/2025,0,Credit Card,TC00042
TT01396,U02217,CR00009,30/5/2025,0,Credit Card,TC00042
TT01397,U02224,CR00039,28/10/2025,346.71,Bank Transfer,TC00042
TT01398,U02224,CR00048,19/12/2025,0,PayPal,TC00042
TT01399,U02224,CR00016,26/2/2025,0,Credit Card,TC00042
TT01400,U02224,CR00005,25/3/2025,0,Credit Card,TC00042
TT01401,U02231,CR00012,11/7/2025,487.92,Credit Card,TC00042
TT01402,U02231,CR00054,26/12/2025,0,Credit Card,TC00042
TT01403,U02231,CR00024,10/12/2025,117.68,PayPal,TC00040
TT01404,U02248,CR00014,12/5/2025,0,Credit Card,TC00042
TT01405,U02248,CR00001,20/9/2025,472.28,PayPal,TC00042
TT01406,U02248,CR00054,21/2/2025,0,PayPal,TC00042
TT01407,U02250,CR00036,9/5/2025,0,PayPal,TC00040
TT01408,U02250,CR00020,6/1/2025,0,PayPal,TC00040
TT01409,U02250,CR00019,30/6/2025,0,Credit Card,TC00042
TT01410,U02250,CR00038,8/9/2025,342.61,PayPal,TC00040
TT01411,U02250,CR00003,23/11/2025,0,Bank Transfer,TC00042
TT01412,U02254,CR00032,13/6/2025,0,Credit Card,TC00040
TT01413,U02254,CR00009,27/8/2025,0,Bank Transfer,TC00042
TT01414,U02254,CR00023,1/2/2025,0,Credit Card,TC00042
TT01415,U02254,CR00007,3/6/2025,0,Credit Card,TC00042
TT01416,U02254,CR00049,7/1/2025,415.51,Credit Card,TC00042
TT01417,U02258,CR00019,16/9/2025,0,PayPal,TC00042
TT01418,U02258,CR00005,4/3/2025,0,Credit Card,TC00042
TT01419,U02258,CR00053,3/12/2025,0,Credit Card,TC00042
TT01420,U02258,CR00025,2/12/2025,299.57,Bank Transfer,TC00042
TT01421,U02258,CR00026,24/5/2025,0,Bank Transfer,TC00042
TT01422,U02284,CR00041,25/9/2025,53.86,Bank Transfer,TC00040
TT01423,U02284,CR00051,29/6/2025,37.89,Credit Card,TC00040
TT01424,U02284,CR00052,18/9/2025,0,Bank Transfer,TC00042
TT01425,U02284,CR00009,17/9/2025,0,Credit Card,TC00042
TT01426,U02288,CR00048,17/12/2025,0,Bank Transfer,TC00042
TT01427,U02288,CR00031,21/2/2025,0,PayPal,TC00040
TT01428,U02288,CR00015,11/2/2025,285.05,Bank Transfer,TC00040
TT01429,U02288,CR00030,20/8/2025,0,Credit Card,TC00042
TT01430,U02290,CR00050,7/2/2025,490.9,PayPal,TC00040
TT01431,U02290,CR00042,22/11/2025,0,PayPal,TC00040
TT01432,U02290,CR00002,27/8/2025,0,PayPal,TC00040
TT01433,U02290,CR00027,9/10/2025,0,Credit Card,TC00042
TT01434,U02290,CR00053,18/11/2025,0,Credit Card,TC00040
TT01435,U02300,CR00038,25/11/2025,342.61,Bank Transfer,TC00042
TT01436,U02300,CR00023,15/5/2025,0,PayPal,TC00042
TT01437,U02300,CR00052,9/7/2025,0,PayPal,TC00040
TT01438,U02300,CR00058,7/8/2025,0,Bank Transfer,TC00042
TT01439,U02301,CR00031,1/4/2025,0,Bank Transfer,TC00040
TT01440,U02301,CR00019,3/1/2025,0,Credit Card,TC00042
TT01441,U02301,CR00025,8/3/2025,299.57,Credit Card,TC00042
TT01442,U02306,CR00040,2/6/2025,327.99,Bank Transfer,TC00042
TT01443,U02306,CR00009,27/6/2025,0,Credit Card,TC00040
TT01444,U02306,CR00010,12/7/2025,0,PayPal,TC00042
TT01445,U02306,CR00041,28/6/2025,53.86,PayPal,TC00040
TT01446,U02315,CR00038,8/7/2025,342.61,Credit Card,TC00042
TT01447,U02315,CR00015,30/3/2025,285.05,PayPal,TC00042
TT01448,U02315,CR00043,23/10/2025,0,PayPal,TC00042
TT01449,U02315,CR00042,23/4/2025,0,PayPal,TC00042
TT01450,U02336,CR00047,20/6/2025,89.59,PayPal,TC00040
TT01451,U02336,CR00030,24/10/2025,0,PayPal,TC00042
TT01452,U02336,CR00057,7/6/2025,177.34,Credit Card,TC00042
TT01453,U02336,CR00042,17/8/2025,0,Credit Card,TC00040
TT01454,U02337,CR00046,7/11/2025,248.1,PayPal,TC00042
TT01455,U02337,CR00015,9/7/2025,285.05,Credit Card,TC00042
TT01456,U02337,CR00003,12/7/2025,0,Bank Transfer,TC00040
TT01457,U02341,CR00022,27/11/2025,0,Credit Card,TC00040
TT01458,U02341,CR00036,29/11/2025,0,PayPal,TC00042
TT01459,U02341,CR00019,1/5/2025,0,Bank Transfer,TC00040
TT01460,U02341,CR00033,30/7/2025,0,PayPal,TC00040
TT01461,U02344,CR00022,27/4/2025,0,Bank Transfer,TC00040
TT01462,U02344,CR00014,1/11/2025,0,PayPal,TC00042
TT01463,U02344,CR00018,6/10/2025,0,Bank Transfer,TC00042
TT01464,U02344,CR00051,18/12/2025,37.89,Credit Card,TC00042
TT01465,U02345,CR00028,12/6/2025,0.78,PayPal,TC00042
TT01466,U02345,CR00026,6/6/2025,0,Credit Card,TC00042
TT01467,U02345,CR00005,10/6/2025,0,Bank Transfer,TC00042
TT01468,U02345,CR00027,20/9/2025,0,PayPal,TC00042
TT01469,U02349,CR00026,19/7/2025,0,Credit Card,TC00042
TT01470,U02349,CR00012,23/3/2025,487.92,PayPal,TC00040
TT01471,U02349,CR00053,8/3/2025,0,Credit Card,TC00040
TT01472,U02349,CR00016,7/10/2025,0,Bank Transfer,TC00042
TT01473,U02370,CR00041,3/11/2025,53.86,Credit Card,TC00040
TT01474,U02370,CR00002,16/10/2025,0,Bank Transfer,TC00040
TT01475,U02370,CR00025,4/5/2025,299.57,PayPal,TC00042
TT01476,U02371,CR00024,29/9/2025,117.68,Credit Card,TC00042
TT01477,U02371,CR00008,11/5/2025,0,Credit Card,TC00040
TT01478,U02371,CR00030,26/12/2025,0,PayPal,TC00042
TT01479,U02410,CR00022,15/3/2025,0,Bank Transfer,TC00042
TT01480,U02410,CR00057,29/4/2025,177.34,PayPal,TC00040
TT01481,U02410,CR00003,9/2/2025,0,Bank Transfer,TC00040
TT01482,U02415,CR00056,8/10/2025,212.39,Credit Card,TC00040
TT01483,U02415,CR00048,17/9/2025,0,PayPal,TC00042
TT01484,U02415,CR00050,15/1/2025,490.9,Credit Card,TC00040
TT01485,U02427,CR00035,16/4/2025,0,PayPal,TC00040
TT01486,U02427,CR00043,1/1/2025,0,Credit Card,TC00040
TT01487,U02427,CR00054,7/2/2025,0,PayPal,TC00040
TT01488,U02427,CR00025,13/1/2025,299.57,PayPal,TC00042
TT01489,U02432,CR00040,16/8/2025,327.99,Credit Card,TC00040
TT01490,U02432,CR00058,19/8/2025,0,Bank Transfer,TC00040
TT01491,U02432,CR00033,1/10/2025,0,PayPal,TC00040
TT01492,U02432,CR00039,3/10/2025,346.71,Bank Transfer,TC00042
TT01493,U02432,CR00005,26/9/2025,0,Bank Transfer,TC00042
TT01494,U02445,CR00031,27/11/2025,0,PayPal,TC00040
TT01495,U02445,CR00030,24/8/2025,0,Credit Card,TC00042
TT01496,U02445,CR00049,24/12/2025,415.51,Bank Transfer,TC00040
TT01497,U02459,CR00043,17/5/2025,0,Bank Transfer,TC00042
TT01498,U02459,CR00010,27/11/2025,0,PayPal,TC00040
TT01499,U02459,CR00016,30/8/2025,0,PayPal,TC00042
TT01500,U02470,CR00022,26/9/2025,0,Credit Card,TC00040
TT01501,U02470,CR00006,16/12/2025,276.37,Credit Card,TC00040
TT01502,U02470,CR00045,30/1/2025,0,Bank Transfer,TC00040
TT01503,U02470,CR00041,24/4/2025,53.86,PayPal,TC00040
TT01504,U02470,CR00030,2/4/2025,0,Credit Card,TC00042
TT01505,U02485,CR00001,7/6/2025,472.28,Credit Card,TC00040
TT01506,U02485,CR00052,10/5/2025,0,Bank Transfer,TC00040
TT01507,U02485,CR00017,12/8/2025,0,PayPal,TC00040
TT01508,U02485,CR00058,24/4/2025,0,Bank Transfer,TC00042
TT01509,U02490,CR00026,9/3/2025,0,PayPal,TC00042
TT01510,U02490,CR00023,27/4/2025,0,Bank Transfer,TC00040
TT01511,U02490,CR00013,7/6/2025,0,Bank Transfer,TC00042
TT01512,U02512,CR00036,15/1/2025,0,Bank Transfer,TC00040
TT01513,U02512,CR00013,30/1/2025,0,PayPal,TC00042
TT01514,U02512,CR00004,18/3/2025,0,PayPal,TC00040
TT01515,U02515,CR00051,30/11/2025,37.89,Credit Card,TC00042
TT01516,U02515,CR00025,12/7/2025,299.57,Credit Card,TC00040
TT01517,U02515,CR00058,24/4/2025,0,Credit Card,TC00042
TT01518,U02515,CR00059,4/2/2025,0,Bank Transfer,TC00040
TT01519,U02537,CR00016,6/9/2025,0,Credit Card,TC00042
TT01520,U02537,CR00040,11/5/2025,327.99,PayPal,TC00042
TT01521,U02537,CR00047,27/2/2025,89.59,PayPal,TC00042
TT01522,U02540,CR00018,28/7/2025,0,PayPal,TC00040
TT01523,U02540,CR00050,7/1/2025,490.9,PayPal,TC00042
TT01524,U02540,CR00033,21/4/2025,0,Bank Transfer,TC00040
TT01525,U02540,CR00003,20/5/2025,0,Bank Transfer,TC00042
TT01526,U02540,CR00037,27/3/2025,0,PayPal,TC00042
TT01527,U02541,CR00059,27/12/2025,0,Credit Card,TC00040
TT01528,U02541,CR00052,5/2/2025,0,Bank Transfer,TC00042
TT01529,U02541,CR00003,14/8/2025,0,PayPal,TC00040
TT01530,U02542,CR00018,17/1/2025,0,PayPal,TC00040
TT01531,U02542,CR00050,13/11/2025,490.9,Bank Transfer,TC00042
TT01532,U02542,CR00060,24/4/2025,0,PayPal,TC00042
TT01533,U02564,CR00055,1/3/2025,57.32,Credit Card,TC00040
TT01534,U02564,CR00060,20/4/2025,0,PayPal,TC00042
TT01535,U02564,CR00003,16/10/2025,0,PayPal,TC00040
TT01536,U02564,CR00027,29/6/2025,0,PayPal,TC00042
TT01537,U02566,CR00033,18/4/2025,0,Credit Card,TC00040
TT01538,U02566,CR00014,22/10/2025,0,Bank Transfer,TC00042
TT01539,U02566,CR00002,20/7/2025,0,PayPal,TC00042
TT01540,U02582,CR00003,29/7/2025,0,PayPal,TC00040
TT01541,U02582,CR00048,24/12/2025,0,PayPal,TC00042
TT01542,U02582,CR00035,22/2/2025,0,Credit Card,TC00040
TT01543,U02582,CR00037,18/1/2025,0,Credit Card,TC00042
TT01544,U02582,CR00042,10/4/2025,0,Bank Transfer,TC00042
TT01545,U02583,CR00032,24/12/2025,0,Credit Card,TC00040
TT01546,U02583,CR00038,6/5/2025,342.61,Bank Transfer,TC00040
TT01547,U02583,CR00060,25/3/2025,0,Bank Transfer,TC00042
TT01548,U02593,CR00006,12/2/2025,276.37,Bank Transfer,TC00040
TT01549,U02593,CR00008,9/2/2025,0,Credit Card,TC00042
TT01550,U02593,CR00012,17/6/2025,487.92,PayPal,TC00040
TT01551,U02593,CR00003,15/7/2025,0,Bank Transfer,TC00040
TT01552,U02593,CR00057,19/6/2025,177.34,Bank Transfer,TC00040
TT01553,U02602,CR00042,29/5/2025,0,PayPal,TC00040
TT01554,U02602,CR00047,26/2/2025,89.59,Bank Transfer,TC00042
TT01555,U02602,CR00032,11/6/2025,0,Credit Card,TC00040
TT01556,U02602,CR00010,16/10/2025,0,PayPal,TC00042
TT01557,U02602,CR00034,8/11/2025,394.26,Bank Transfer,TC00040
TT01558,U02605,CR00019,15/6/2025,0,PayPal,TC00042
TT01559,U02605,CR00057,17/11/2025,177.34,Credit Card,TC00042
TT01560,U02605,CR00047,12/9/2025,89.59,Bank Transfer,TC00040
TT01561,U02612,CR00044,13/7/2025,119.04,Bank Transfer,TC00042
TT01562,U02612,CR00059,12/3/2025,0,PayPal,TC00040
TT01563,U02612,CR00045,10/11/2025,0,Bank Transfer,TC00042
TT01564,U02612,CR00005,11/8/2025,0,Credit Card,TC00042
TT01565,U02614,CR00009,7/6/2025,0,Bank Transfer,TC00040
TT01566,U02614,CR00017,12/8/2025,0,Credit Card,TC00040
TT01567,U02614,CR00005,14/2/2025,0,Credit Card,TC00040
TT01568,U02616,CR00008,7/11/2025,0,PayPal,TC00042
TT01569,U02616,CR00007,14/12/2025,0,Bank Transfer,TC00042
TT01570,U02616,CR00006,28/3/2025,276.37,PayPal,TC00040
TT01571,U02623,CR00032,14/3/2025,0,Bank Transfer,TC00040
TT01572,U02623,CR00057,14/4/2025,177.34,Credit Card,TC00042
TT01573,U02623,CR00055,10/8/2025,57.32,PayPal,TC00040
TT01574,U02623,CR00016,27/8/2025,0,PayPal,TC00040
TT01575,U02623,CR00018,2/6/2025,0,Credit Card,TC00042
TT01576,U02630,CR00029,9/1/2025,0,Bank Transfer,TC00042
TT01577,U02630,CR00014,19/5/2025,0,Bank Transfer,TC00040
TT01578,U02630,CR00048,8/9/2025,0,PayPal,TC00042
TT01579,U02630,CR00006,30/7/2025,276.37,Bank Transfer,TC00042
TT01580,U02633,CR00010,2/10/2025,0,Bank Transfer,TC00040
TT01581,U02633,CR00045,3/3/2025,0,PayPal,TC00040
TT01582,U02633,CR00057,1/9/2025,177.34,Credit Card,TC00042
TT01583,U02633,CR00047,18/3/2025,89.59,PayPal,TC00040
TT01584,U02633,CR00023,9/7/2025,0,Bank Transfer,TC00040
TT01585,U02643,CR00041,12/7/2025,53.86,Bank Transfer,TC00040
TT01586,U02643,CR00002,24/11/2025,0,Credit Card,TC00042
TT01587,U02643,CR00048,5/9/2025,0,Bank Transfer,TC00042
TT01588,U02643,CR00051,28/3/2025,37.89,Credit Card,TC00042
TT01589,U02643,CR00042,27/9/2025,0,Bank Transfer,TC00042
TT01590,U02645,CR00003,3/10/2025,0,PayPal,TC00042
TT01591,U02645,CR00041,12/5/2025,53.86,Credit Card,TC00042
TT01592,U02645,CR00059,7/1/2025,0,Bank Transfer,TC00040
TT01593,U02651,CR00053,7/1/2025,0,Credit Card,TC00040
TT01594,U02651,CR00037,17/1/2025,0,PayPal,TC00040
TT01595,U02651,CR00056,28/11/2025,212.39,Credit Card,TC00042
TT01596,U02651,CR00057,23/7/2025,177.34,Bank Transfer,TC00040
TT01597,U02651,CR00035,19/1/2025,0,Credit Card,TC00040
TT01598,U02663,CR00058,16/2/2025,0,Bank Transfer,TC00042
TT01599,U02663,CR00010,7/5/2025,0,Bank Transfer,TC00040
TT01600,U02663,CR00030,27/5/2025,0,PayPal,TC00042
TT01601,U02663,CR00004,17/2/2025,0,Credit Card,TC00042
TT01602,U02672,CR00051,16/9/2025,37.89,Bank Transfer,TC00042
TT01603,U02672,CR00059,16/1/2025,0,PayPal,TC00042
TT01604,U02672,CR00010,20/5/2025,0,Credit Card,TC00040
TT01605,U02672,CR00060,9/2/2025,0,Credit Card,TC00040
TT01606,U02672,CR00015,19/1/2025,285.05,PayPal,TC00042
TT01607,U02679,CR00011,26/7/2025,326.02,PayPal,TC00042
TT01608,U02679,CR00014,8/6/2025,0,Credit Card,TC00040
TT01609,U02679,CR00004,12/6/2025,0,Bank Transfer,TC00042
TT01610,U02683,CR00045,17/3/2025,0,Bank Transfer,TC00040
TT01611,U02683,CR00012,18/11/2025,487.92,PayPal,TC00042
TT01612,U02683,CR00008,1/12/2025,0,Credit Card,TC00040
TT01613,U02683,CR00047,14/5/2025,89.59,Bank Transfer,TC00040
TT01614,U02683,CR00044,24/4/2025,119.04,Bank Transfer,TC00042
TT01615,U02684,CR00027,14/8/2025,0,PayPal,TC00042
TT01616,U02684,CR00007,2/6/2025,0,Credit Card,TC00040
TT01617,U02684,CR00023,25/7/2025,0,Credit Card,TC00040
TT01618,U02684,CR00057,5/1/2025,177.34,Credit Card,TC00042
TT01619,U02698,CR00050,5/1/2025,490.9,Bank Transfer,TC00042
TT01620,U02698,CR00039,16/2/2025,346.71,Credit Card,TC00040
TT01621,U02698,CR00010,3/11/2025,0,Bank Transfer,TC00042
TT01622,U02709,CR00034,7/9/2025,394.26,PayPal,TC00040
TT01623,U02709,CR00015,3/6/2025,285.05,Credit Card,TC00042
TT01624,U02709,CR00028,14/5/2025,0.78,Bank Transfer,TC00042
TT01625,U02709,CR00023,20/3/2025,0,Credit Card,TC00042
TT01626,U02733,CR00017,1/4/2025,0,PayPal,TC00040
TT01627,U02733,CR00015,19/12/2025,285.05,Bank Transfer,TC00040
TT01628,U02733,CR00011,25/10/2025,326.02,Bank Transfer,TC00040
TT01629,U02733,CR00008,11/7/2025,0,Credit Card,TC00040
TT01630,U02743,CR00016,18/9/2025,0,PayPal,TC00042
TT01631,U02743,CR00042,8/9/2025,0,Bank Transfer,TC00042
TT01632,U02743,CR00037,15/5/2025,0,Credit Card,TC00040
TT01633,U02743,CR00040,23/4/2025,327.99,PayPal,TC00042
TT01634,U02754,CR00018,29/5/2025,0,Bank Transfer,TC00042
TT01635,U02754,CR00015,5/5/2025,285.05,PayPal,TC00042
TT01636,U02754,CR00041,15/11/2025,53.86,Credit Card,TC00042
TT01637,U02767,CR00042,4/2/2025,0,Bank Transfer,TC00040
TT01638,U02767,CR00039,5/1/2025,346.71,Credit Card,TC00040
TT01639,U02767,CR00053,25/9/2025,0,Bank Transfer,TC00042
TT01640,U02767,CR00040,1/3/2025,327.99,Bank Transfer,TC00040
TT01641,U02767,CR00012,9/1/2025,487.92,PayPal,TC00042
TT01642,U02770,CR00047,27/8/2025,89.59,Credit Card,TC00042
TT01643,U02770,CR00021,25/10/2025,0,Bank Transfer,TC00040
TT01644,U02770,CR00060,26/10/2025,0,Bank Transfer,TC00042
TT01645,U02770,CR00054,6/9/2025,0,PayPal,TC00042
TT01646,U02775,CR00001,12/9/2025,472.28,Credit Card,TC00042
TT01647,U02775,CR00010,4/9/2025,0,PayPal,TC00040
TT01648,U02775,CR00027,26/2/2025,0,Bank Transfer,TC00042
TT01649,U02786,CR00053,8/8/2025,0,PayPal,TC00040
TT01650,U02786,CR00054,11/11/2025,0,PayPal,TC00040
TT01651,U02786,CR00030,30/7/2025,0,Credit Card,TC00042
TT01652,U02786,CR00020,13/6/2025,0,Credit Card,TC00040
TT01653,U02788,CR00026,18/4/2025,0,PayPal,TC00042
TT01654,U02788,CR00055,25/1/2025,57.32,Bank Transfer,TC00042
TT01655,U02788,CR00031,13/9/2025,0,Credit Card,TC00040
TT01656,U02791,CR00009,8/6/2025,0,PayPal,TC00042
TT01657,U02791,CR00055,27/9/2025,57.32,Credit Card,TC00040
TT01658,U02791,CR00049,21/6/2025,415.51,Credit Card,TC00042
TT01659,U02791,CR00036,7/1/2025,0,PayPal,TC00040
TT01660,U02792,CR00020,16/8/2025,0,Credit Card,TC00040
TT01661,U02792,CR00021,15/9/2025,0,Bank Transfer,TC00040
TT01662,U02792,CR00008,12/5/2025,0,PayPal,TC00040
TT01663,U02792,CR00029,14/10/2025,0,Credit Card,TC00042
TT01664,U02792,CR00052,19/3/2025,0,Bank Transfer,TC00040
TT01665,U02793,CR00015,9/11/2025,285.05,Credit Card,TC00042
TT01666,U02793,CR00039,18/8/2025,346.71,Bank Transfer,TC00042
TT01667,U02793,CR00026,27/4/2025,0,Credit Card,TC00042
TT01668,U02793,CR00006,10/12/2025,276.37,Bank Transfer,TC00040
TT01669,U02821,CR00011,28/1/2025,326.02,Credit Card,TC00042
TT01670,U02821,CR00017,20/11/2025,0,Credit Card,TC00040
TT01671,U02821,CR00020,14/7/2025,0,Bank Transfer,TC00040
TT01672,U02821,CR00040,8/12/2025,327.99,Bank Transfer,TC00040
TT01673,U02825,CR00015,20/9/2025,285.05,Credit Card,TC00042
TT01674,U02825,CR00040,7/9/2025,327.99,Bank Transfer,TC00040
TT01675,U02825,CR00011,13/5/2025,326.02,PayPal,TC00042
TT01676,U02832,CR00030,13/7/2025,0,Credit Card,TC00042
TT01677,U02832,CR00042,11/2/2025,0,Credit Card,TC00040
TT01678,U02832,CR00022,26/3/2025,0,Credit Card,TC00040
TT01679,U02843,CR00034,23/4/2025,394.26,PayPal,TC00040
TT01680,U02843,CR00046,13/1/2025,248.1,Bank Transfer,TC00040
TT01681,U02843,CR00024,3/9/2025,117.68,PayPal,TC00042
TT01682,U02844,CR00035,3/8/2025,0,PayPal,TC00040
TT01683,U02844,CR00046,17/10/2025,248.1,Credit Card,TC00040
TT01684,U02844,CR00047,15/5/2025,89.59,Credit Card,TC00042
TT01685,U02844,CR00016,24/3/2025,0,Bank Transfer,TC00040
TT01686,U02850,CR00026,30/10/2025,0,PayPal,TC00042
TT01687,U02850,CR00031,9/10/2025,0,PayPal,TC00040
TT01688,U02850,CR00057,3/8/2025,177.34,Credit Card,TC00040
TT01689,U02857,CR00028,1/6/2025,0.78,Bank Transfer,TC00042
TT01690,U02857,CR00011,24/9/2025,326.02,Bank Transfer,TC00042
TT01691,U02857,CR00039,2/7/2025,346.71,PayPal,TC00040
TT01692,U02874,CR00019,25/5/2025,0,PayPal,TC00040
TT01693,U02874,CR00050,25/6/2025,490.9,Bank Transfer,TC00040
TT01694,U02874,CR00005,10/7/2025,0,Credit Card,TC00042
TT01695,U02874,CR00052,2/3/2025,0,Bank Transfer,TC00042
TT01696,U02883,CR00011,11/5/2025,326.02,PayPal,TC00040
TT01697,U02883,CR00012,23/4/2025,487.92,Bank Transfer,TC00042
TT01698,U02883,CR00033,24/3/2025,0,Credit Card,TC00040
TT01699,U02899,CR00040,17/3/2025,327.99,PayPal,TC00042
TT01700,U02899,CR00020,5/12/2025,0,PayPal,TC00040
TT01701,U02899,CR00008,24/10/2025,0,PayPal,TC00040
TT01702,U02909,CR00021,6/2/2025,0,Credit Card,TC00040
TT01703,U02909,CR00046,16/5/2025,248.1,Bank Transfer,TC00042
TT01704,U02909,CR00059,22/2/2025,0,PayPal,TC00040
TT01705,U02915,CR00017,22/7/2025,0,Bank Transfer,TC00042
TT01706,U02915,CR00036,14/5/2025,0,PayPal,TC00040
TT01707,U02915,CR00002,28/5/2025,0,PayPal,TC00042
TT01708,U02916,CR00054,15/6/2025,0,PayPal,TC00040
TT01709,U02916,CR00011,27/7/2025,326.02,Bank Transfer,TC00042
TT01710,U02916,CR00005,21/2/2025,0,Credit Card,TC00040
TT01711,U02916,CR00016,3/10/2025,0,Bank Transfer,TC00040
TT01712,U02927,CR00008,24/9/2025,0,PayPal,TC00040
TT01713,U02927,CR00039,30/11/2025,346.71,Credit Card,TC00040
TT01714,U02927,CR00059,8/1/2025,0,PayPal,TC00040
TT01715,U02927,CR00041,9/1/2025,53.86,Credit Card,TC00040
TT01716,U02931,CR00004,30/9/2025,0,PayPal,TC00042
TT01717,U02931,CR00010,19/11/2025,0,Bank Transfer,TC00042
TT01718,U02931,CR00051,5/5/2025,37.89,Bank Transfer,TC00042
TT01719,U02931,CR00033,4/11/2025,0,Bank Transfer,TC00040
TT01720,U02931,CR00030,13/11/2025,0,Bank Transfer,TC00042
TT01721,U02937,CR00040,20/8/2025,327.99,Credit Card,TC00040
TT01722,U02937,CR00037,14/6/2025,0,PayPal,TC00042
TT01723,U02937,CR00045,26/6/2025,0,Bank Transfer,TC00040
TT01724,U02937,CR00013,23/3/2025,0,Credit Card,TC00042
TT01725,U02941,CR00054,18/9/2025,0,Credit Card,TC00040
TT01726,U02941,CR00052,8/5/2025,0,Credit Card,TC00042
TT01727,U02941,CR00033,23/7/2025,0,Credit Card,TC00040
TT01728,U02945,CR00002,18/6/2025,0,PayPal,TC00042
TT01729,U02945,CR00050,12/6/2025,490.9,Bank Transfer,TC00042
TT01730,U02945,CR00037,22/4/2025,0,PayPal,TC00040
TT01731,U02945,CR00058,5/11/2025,0,Credit Card,TC00040
TT01732,U02947,CR00018,13/10/2025,0,Credit Card,TC00040
TT01733,U02947,CR00050,4/2/2025,490.9,Bank Transfer,TC00042
TT01734,U02947,CR00022,2/1/2025,0,PayPal,TC00040
TT01735,U02958,CR00006,24/1/2025,276.37,Bank Transfer,TC00042
TT01736,U02958,CR00011,12/3/2025,326.02,PayPal,TC00040
TT01737,U02958,CR00009,22/8/2025,0,Credit Card,TC00040
TT01738,U02969,CR00023,23/6/2025,0,Bank Transfer,TC00040
TT01739,U02969,CR00060,25/2/2025,0,Credit Card,TC00040
TT01740,U02969,CR00029,10/7/2025,0,Bank Transfer,TC00042
TT01741,U02969,CR00035,4/9/2025,0,Bank Transfer,TC00040
TT01742,U02969,CR00018,9/2/2025,0,PayPal,TC00042
TT01743,U02971,CR00013,5/11/2025,0,PayPal,TC00040
TT01744,U02971,CR00045,15/6/2025,0,PayPal,TC00042
TT01745,U02971,CR00048,5/12/2025,0,Credit Card,TC00042
TT01746,U02974,CR00016,19/5/2025,0,Credit Card,TC00042
TT01747,U02974,CR00035,11/1/2025,0,Credit Card,TC00040
TT01748,U02974,CR00018,27/3/2025,0,Bank Transfer,TC00042
TT01749,U02976,CR00037,18/5/2025,0,PayPal,TC00040
TT01750,U02976,CR00030,22/11/2025,0,Bank Transfer,TC00042
TT01751,U02976,CR00033,7/2/2025,0,Credit Card,TC00040
TT01752,U02976,CR00001,13/1/2025,472.28,Bank Transfer,TC00042
TT01753,U02976,CR00040,1/12/2025,327.99,Credit Card,TC00040
TT01754,U02980,CR00007,14/9/2025,0,Bank Transfer,TC00040
TT01755,U02980,CR00026,3/5/2025,0,PayPal,TC00042
